1	100	0.000129666
1	100	0.000113726
1	100	0.00011605
1	1100	0.0771934
1	1100	0.0778414
1	1100	0.0776262
1	2100	0.512951
1	2100	0.511293
1	2100	0.512002
1	3100	1.63599
1	3100	1.63313
1	3100	1.63155
1	4100	3.74927
1	4100	3.74874
1	4100	3.76725
1	5100	7.21845
1	5100	7.2282
1	5100	7.23353
2	100	0.000225047
2	100	0.00021094
2	100	0.000231249
2	1100	0.0435972
2	1100	0.0473303
2	1100	0.0428144
2	2100	0.269368
2	2100	0.27113
2	2100	0.27036
2	3100	0.845252
2	3100	0.845097
2	3100	0.848788
2	4100	1.93076
2	4100	1.94006
2	4100	1.93715
2	5100	3.70573
2	5100	3.70438
2	5100	3.70526
3	100	0.000224686
3	100	0.000156266
3	100	0.000209196
3	1100	0.0380153
3	1100	0.0326683
3	1100	0.0323317
3	2100	0.192983
3	2100	0.19139
3	2100	0.193492
3	3100	0.595752
3	3100	0.593698
3	3100	0.600746
3	4100	1.33988
3	4100	1.35231
3	4100	1.33044
3	5100	2.55731
3	5100	2.56949
3	5100	2.53655
4	100	0.000314807
4	100	0.000232692
4	100	0.000278759
4	1100	0.0287608
4	1100	0.0281426
4	1100	0.0326499
4	2100	0.175492
4	2100	0.166114
4	2100	0.158208
4	3100	0.471274
4	3100	0.474231
4	3100	0.469183
4	4100	1.05098
4	4100	1.05878
4	4100	1.04684
4	5100	1.99198
4	5100	1.98968
4	5100	1.96269
5	100	0.00026364
5	100	0.000435475
5	100	0.000340436
5	1100	0.0358367
5	1100	0.037352
5	1100	0.0268764
5	2100	0.139257
5	2100	0.139124
5	2100	0.153184
5	3100	0.40787
5	3100	0.392529
5	3100	0.400019
5	4100	0.888408
5	4100	0.887877
5	4100	0.885466
5	5100	1.67045
5	5100	1.66413
5	5100	1.65166
6	100	0.00045351
6	100	0.000346387
6	100	0.000309316
6	1100	0.03219
6	1100	0.0330292
6	1100	0.0373752
6	2100	0.127984
6	2100	0.127526
6	2100	0.139719
6	3100	0.366038
6	3100	0.364258
6	3100	0.367009
6	4100	0.788409
6	4100	0.788004
