1	100	0.00022705
1	100	0.00022684
1	100	0.000227431
1	1100	0.0749679
1	1100	0.0748502
1	1100	0.0749183
1	2100	0.503947
1	2100	0.504514
1	2100	0.506583
1	3100	1.61265
1	3100	1.61521
1	3100	1.6137
1	4100	3.72793
1	4100	3.73593
1	4100	3.74219
1	5100	7.18659
1	5100	7.18568
1	5100	7.20669
2	100	0.000248481
2	100	0.000228744
2	100	0.000166566
2	1100	0.0675095
2	1100	0.0710002
2	1100	0.0391314
2	2100	0.292291
2	2100	0.297125
2	2100	0.296876
2	3100	0.878502
2	3100	0.872217
2	3100	0.863938
2	4100	1.92652
2	4100	1.94772
2	4100	1.94822
2	5100	3.79912
2	5100	3.74832
2	5100	3.75135
3	100	0.000279069
3	100	0.00014192
3	100	0.000268389
3	1100	0.0525226
3	1100	0.0578287
3	1100	0.0589299
3	2100	0.178222
3	2100	0.178262
3	2100	0.209593
3	3100	0.566422
3	3100	0.565498
3	3100	0.600396
3	4100	1.29596
3	4100	1.32302
3	4100	1.32508
3	5100	2.52038
3	5100	2.52916
3	5100	2.54027
4	100	0.000219025
4	100	0.000291082
4	100	0.000302523
4	1100	0.0439307
4	1100	0.0215368
4	1100	0.042471
4	2100	0.169614
4	2100	0.163609
4	2100	0.16298
4	3100	0.457492
4	3100	0.462304
4	3100	0.491228
4	4100	1.01384
4	4100	1.01509
4	4100	1.01955
4	5100	1.93444
4	5100	1.95242
4	5100	1.94528
5	100	0.000175002
5	100	0.000312332
5	100	0.000166736
5	1100	0.0345251
5	1100	0.0348536
5	1100	0.0350899
5	2100	0.135932
5	2100	0.135206
5	2100	0.136606
5	3100	0.375437
5	3100	0.377771
5	3100	0.375463
5	4100	0.835169
5	4100	0.822475
5	4100	0.825728
5	5100	1.56184
5	5100	1.58136
5	5100	1.58036
6	100	0.000185552
6	100	0.00025351
6	100	0.000892493
6	1100	0.0321537
6	1100	0.0315303
6	1100	0.0321459
6	2100	0.120698
6	2100	0.122032
6	2100	0.121589
6	3100	0.325835
6	3100	0.338934
6	3100	0.324841
6	4100	0.719771
6	4100	0.719506
6	4100	0.727099
6	5100	1.33591
6	5100	1.34863
6	5100	1.35173
7	100	0.000383448
7	100	0.000170754
7	100	0.000206231
7	1100	0.0266149
7	1100	0.0253235
7	1100	0.0255088
7	2100	0.111014
7	2100	0.10939
7	2100	0.108511
7	3100	0.292857
7	3100	0.299255
7	3100	0.292732
7	4100	0.626917
7	4100	0.631724
7	4100	0.627854
7	5100	1.1796
7	5100	1.1718
7	5100	1.17285
8	100	0.000225458
8	100	0.000194368
8	100	0.000207574
8	1100	0.0222478
8	1100	0.0227187
8	1100	0.0228643
8	2100	0.101315
8	2100	0.103159
8	2100	0.100488
8	3100	0.277972
8	3100	0.271046
8	3100	0.27629
8	4100	0.576836
8	4100	0.567805
8	4100	0.56752
8	5100	1.07667
8	5100	1.0679
8	5100	1.07763
9	100	0.000273458
9	100	0.000445185
9	100	0.000231428
9	1100	0.0206017
9	1100	0.0202522
9	1100	0.0215651
9	2100	0.122955
9	2100	0.123197
9	2100	0.1199
9	3100	0.370339
9	3100	0.371176
9	3100	0.373109
9	4100	0.827883
9	4100	0.826523
9	4100	0.826924
9	5100	1.64548
9	5100	1.74455
9	5100	1.79126
10	100	0.000354852
10	100	0.000334374
10	100	0.000427059
10	1100	0.0198088
10	1100	0.019876
10	1100	0.0195963
10	2100	0.14616
10	2100	0.122881
10	2100	0.145887
10	3100	0.403564
10	3100	0.383807
10	3100	0.405696
10	4100	0.887725
10	4100	0.86197
10	4100	0.859718
10	5100	1.66592
10	5100	1.6664
10	5100	1.65968
11	100	0.00026904
11	100	0.000289209
11	100	0.000250004
11	1100	0.0167803
11	1100	0.0315099
11	1100	0.0315565
11	2100	0.14225
11	2100	0.139214
11	2100	0.138249
11	3100	0.376212
11	3100	0.375565
11	3100	0.376232
11	4100	0.807774
11	4100	0.807786
11	4100	0.80895
11	5100	1.57051
11	5100	1.586
11	5100	1.60121
12	100	0.000280382
12	100	0.000401561
12	100	0.000306461
12	1100	0.0208841
12	1100	0.030756
12	1100	0.0400994
12	2100	0.133114
12	2100	0.116151
12	2100	0.138954
12	3100	0.361761
12	3100	0.362412
12	3100	0.341778
12	4100	0.78098
12	4100	0.759571
12	4100	0.75591
12	5100	1.43448
12	5100	1.44155
12	5100	1.44119
13	100	0.00035862
13	100	0.00034791
13	100	0.000344173
13	1100	0.0168823
13	1100	0.0160245
13	1100	0.0175887
13	2100	0.123861
13	2100	0.106143
13	2100	0.123954
13	3100	0.350492
13	3100	0.351392
13	3100	0.327954
13	4100	0.77237
13	4100	0.774552
13	4100	0.762158
13	5100	1.34119
13	5100	1.33537
13	5100	1.34974
14	100	0.000616438
14	100	0.00031121
14	100	0.000327661
14	1100	0.0179251
14	1100	0.018997
14	1100	0.0355568
14	2100	0.125499
14	2100	0.121057
14	2100	0.104202
14	3100	0.325216
14	3100	0.321746
14	3100	0.324164
14	4100	0.703672
14	4100	0.688734
14	4100	0.700682
14	5100	1.27451
14	5100	1.27186
14	5100	1.27107
15	100	0.000361606
15	100	0.000603144
15	100	0.00038513
15	1100	0.0159886
15	1100	0.0298552
15	1100	0.0240559
15	2100	0.107769
15	2100	0.108568
15	2100	0.111546
15	3100	0.330983
15	3100	0.325636
15	3100	0.326969
15	4100	0.672532
15	4100	0.672832
15	4100	0.669872
15	5100	1.20193
15	5100	1.2084
15	5100	1.20559
16	100	0.000397915
16	100	0.00121246
16	100	0.000450555
16	1100	0.0144895
16	1100	0.0155219
16	1100	0.0147264
16	2100	0.104078
16	2100	0.118222
16	2100	0.122646
16	3100	0.307319
16	3100	0.307224
16	3100	0.304732
16	4100	0.640081
16	4100	0.651449
16	4100	0.65455
16	5100	1.29849
16	5100	1.28613
16	5100	1.28288
